Tenure_Months,Monthly_GB_Used,Customer_Service_Calls,Contract_Type,Monthly_Bill,Churn
20,162,4,Yearly,60.36768889385319,1
35,154,1,Yearly,61.38566511372888,0
48,234,5,Yearly,87.29146200937564,1
25,459,7,Yearly,127.21794234986638,1
35,471,1,Yearly,135.08971892476336,0
25,318,5,Yearly,98.13042598508116,1
29,113,6,Monthly,63.60368652944008,1
18,113,6,Monthly,50.66818465061508,1
46,444,5,Monthly,142.06083074004664,1
18,48,7,Yearly,42.690935680529535,1
2,444,2,Monthly,97.18256264896064,0
54,207,4,Yearly,97.40329314981784,1
35,143,0,Yearly,62.26506694932139,0
16,76,0,Monthly,38.02949405271535,0
41,400,3,Yearly,123.11885554916446,0
36,188,5,Monthly,66.90909763831728,1
33,465,0,Monthly,126.02265384339194,0
4,51,7,Monthly,39.98549270312104,1
33,457,2,Yearly,130.6810878949875,0
14,24,5,Monthly,35.861198904696096,1
21,120,2,Yearly,51.21544699751263,0
48,166,7,Monthly,69.5081500051595,1
20,298,0,Monthly,93.13408714656866,0
56,487,0,Monthly,150.05128078120975,0
8,240,3,Yearly,76.42496693040555,0
7,420,0,Yearly,108.54534615058932,0
3,429,5,Yearly,102.46465878263966,1
17,166,7,Monthly,73.88884794029866,1
33,47,6,Monthly,48.29893721492088,1
48,450,7,Yearly,133.13056679205417,1
12,106,5,Yearly,46.35275381258317,1
59,494,5,Yearly,149.04798739036778,1
51,420,3,Yearly,134.8480413107899,0
22,448,3,Yearly,121.54814061652728,0
55,298,0,Yearly,111.39256576723749,0
22,263,1,Monthly,84.35698843946604,0
46,205,7,Yearly,83.4382305426481,1
30,95,7,Monthly,57.20625196664194,1
38,331,1,Monthly,108.216430168369,0
38,19,3,Yearly,41.95182940452422,0
45,14,0,Yearly,41.553965211428704,0
51,132,1,Monthly,73.60864457370218,0
54,339,0,Yearly,115.19174334481296,0
8,362,0,Yearly,93.62564143614622,0
27,127,0,Monthly,54.68799758731602,0
27,303,4,Monthly,96.15237921947228,1
34,406,5,Monthly,120.95047528513848,1
21,168,0,Yearly,62.29983942672569,0
30,312,4,Monthly,94.50031482043538,1
33,237,3,Yearly,79.74872405481405,0
28,374,1,Monthly,110.7112746957246,0
47,225,5,Monthly,84.48011463179631,1
33,445,6,Monthly,136.70567284510366,1
5,193,1,Yearly,59.04859282014502,0
48,24,5,Yearly,36.67392861063699,1
19,166,6,Monthly,62.549141666854325,1
4,145,1,Monthly,50.63483260090599,0
35,270,5,Monthly,97.05859283762096,1
49,166,1,Yearly,79.14063118363852,0
17,56,1,Monthly,35.53082408280099,0
44,333,6,Yearly,107.16804063251612,1
28,341,1,Monthly,103.83709885825496,0
30,182,1,Monthly,60.57642874844795,0
29,139,6,Monthly,68.99310867195226,1
46,420,3,Monthly,122.84415057097668,0
53,104,0,Monthly,74.38521910473808,0
6,124,7,Monthly,49.76232570563294,1
35,252,2,Yearly,91.04797068196989,0
41,429,4,Monthly,132.04711718000638,1
37,301,2,Yearly,101.56566026346248,0
24,291,2,Monthly,93.56443108158726,0
29,308,5,Monthly,95.27791779769308,1
49,292,0,Yearly,104.76084340736048,0
46,78,5,Monthly,55.66251092514128,1
53,157,0,Yearly,76.18294450206017,0
31,20,6,Yearly,49.32347523984454,1
35,263,6,Monthly,86.05903207474789,1
33,339,7,Yearly,105.0715856331814,1
52,369,0,Yearly,120.36734518357738,0
21,47,1,Monthly,38.346227641096,0
32,143,3,Yearly,67.17200468285219,0
23,209,7,Monthly,76.24861046370692,1
33,32,7,Monthly,38.2709040842621,1
3,312,1,Monthly,84.40678355773277,0
18,355,3,Monthly,94.5881633061382,0
25,311,5,Yearly,98.64274309158652,1
42,372,3,Monthly,116.28243655181312,0
31,405,5,Monthly,116.91164943358544,1
54,227,6,Yearly,95.69515674436202,1
58,150,2,Monthly,77.622448547658,0
3,113,6,Monthly,48.67010979609103,1
40,455,6,Yearly,126.25777563621932,1
46,219,2,Yearly,93.85938259447263,0
24,482,3,Yearly,125.64544408722574,0
50,490,7,Yearly,134.51910466152205,1
32,120,3,Yearly,58.35732545768634,0
47,113,5,Yearly,63.89015901372895,1
22,325,1,Yearly,94.3196300692498,0
23,180,5,Monthly,68.65824007741992,1
2,469,1,Yearly,120.28921180444138,0
27,365,6,Yearly,105.54147043051432,1
42,333,2,Yearly,104.1419121509055,0
2,142,6,Monthly,43.76726593858102,1
26,385,0,Monthly,107.65908604345478,0
17,302,3,Yearly,79.46087580374824,0
40,337,1,Yearly,103.7743345324182,0
33,136,5,Yearly,69.92026947931093,1
9,115,2,Monthly,43.38320397710788,0
43,101,1,Monthly,64.84357930400152,0
54,296,5,Yearly,100.06758955095756,1
48,387,3,Monthly,130.25547949655277,0
39,402,6,Yearly,129.08803366532356,1
29,60,3,Monthly,49.45510778279938,0
42,38,4,Monthly,58.55626300821761,1
55,471,0,Yearly,143.4789648746383,0
26,305,4,Yearly,97.8425855707478,1
35,306,2,Yearly,105.00966938365768,0
50,223,1,Yearly,90.49859226549223,0
25,276,2,Monthly,79.9381126920747,0
24,416,6,Monthly,119.144816776172,1
13,266,5,Monthly,77.34070202783269,1
58,311,3,Yearly,109.2123508952227,0
7,110,4,Monthly,46.98947458239345,1
57,414,7,Yearly,134.13140439858685,1
36,355,4,Monthly,109.75067317003108,1
45,119,6,Yearly,69.47864768078654,1
20,429,4,Yearly,112.26571432969902,1
1,191,6,Monthly,58.48648102638359,1
8,480,7,Yearly,124.24542725225436,1
46,322,2,Yearly,116.26395588218358,0
16,10,3,Monthly,40.63217794486605,0
14,328,1,Yearly,94.76488341363869,0
12,447,5,Yearly,119.60004913372804,1
51,64,1,Yearly,68.20789582407595,0
23,380,2,Monthly,104.14581981633252,0
15,433,5,Monthly,117.24849926356292,1
28,408,4,Yearly,119.44171474743074,1
34,158,7,Monthly,75.83930718038371,1
2,440,7,Yearly,103.31429309731888,1
32,466,0,Yearly,124.5029710809974,0
23,318,2,Yearly,95.20691105552352,0
22,146,2,Yearly,62.08863831160818,0
51,211,3,Yearly,93.31431976866904,0
25,445,1,Monthly,124.08771887906136,0
58,322,2,Yearly,112.64293384944858,0
22,126,2,Monthly,58.28230722378071,0
58,163,4,Monthly,83.10522238137226,1
58,434,4,Yearly,144.52508214993895,1
22,300,5,Yearly,91.82829471784268,1
49,72,6,Monthly,56.98458293223718,1
52,253,6,Monthly,98.84804515035914,1
42,34,0,Monthly,48.79242659669266,0
6,99,6,Yearly,34.94503322162664,1
15,84,3,Monthly,44.22173969188916,0
54,303,0,Yearly,107.09630877296996,0
43,395,5,Yearly,117.7806406711034,1
37,400,4,Yearly,123.67791643811486,1
33,219,6,Monthly,76.37160201694003,1
8,484,1,Yearly,123.0780930976227,0
53,427,4,Yearly,131.16071500078135,1
44,356,7,Yearly,113.73847502823392,1
44,26,3,Yearly,49.25893145522934,0
5,137,4,Yearly,43.362128080545,1
39,436,3,Monthly,127.65830445867392,0
4,452,3,Yearly,123.84473744856604,0
6,373,3,Yearly,89.81618327060639,0
45,260,5,Monthly,94.21196018142248,1
32,188,3,Yearly,79.21619662411909,0
52,191,3,Monthly,85.70809623976798,0
30,161,7,Yearly,70.63983476058017,1
47,34,1,Monthly,38.42166994453692,0
35,464,0,Monthly,133.29124687314976,0
55,189,2,Yearly,81.49155896883202,0
40,207,7,Yearly,82.94938642291574,1
52,353,0,Yearly,116.45282634545256,0
16,170,3,Monthly,73.39166514580816,0
13,186,1,Monthly,66.43347661882937,0
50,294,4,Monthly,103.23688085368607,1
42,72,1,Yearly,47.85153620373222,0
30,159,7,Monthly,67.40573450924948,1
19,163,3,Monthly,66.21614439173412,0
17,165,1,Yearly,61.09724054090388,0
56,379,6,Monthly,121.2717182003128,1
19,478,1,Monthly,122.23706668076842,0
28,58,3,Yearly,48.2757071772766,0
58,464,5,Monthly,145.5969396965458,1
55,346,6,Yearly,123.5060505766056,1
26,93,1,Yearly,46.62500053394821,0
37,370,2,Yearly,115.12988779208808,0
26,186,2,Yearly,69.59148022791067,0
53,157,1,Yearly,77.4388289768336,0
23,127,5,Monthly,58.90912927017001,1
9,351,4,Monthly,96.73828126812474,1
12,485,3,Yearly,125.64384052895788,0
53,72,2,Yearly,55.61264403902095,0
1,198,4,Monthly,56.35094296416771,1
58,369,1,Yearly,130.2293413775884,0
58,58,7,Yearly,59.49713766259581,1
1,336,4,Yearly,89.23007199008948,1
47,266,6,Monthly,101.97333156021594,1
34,233,0,Monthly,85.91721536180408,0
32,150,2,Yearly,68.7326131548602,0
54,487,1,Yearly,148.8728883962188,0
48,224,7,Monthly,78.21668119551501,1
25,444,3,Monthly,118.85024922419734,0
40,388,7,Yearly,119.94302898249796,1
45,449,5,Yearly,139.2382215352883,1
53,220,6,Monthly,90.83047779827886,1
1,327,1,Monthly,81.67641769121953,0
16,41,3,Monthly,32.10956975194749,0
39,167,5,Yearly,77.31930601726538,1
5,294,5,Monthly,80.21113208804057,1
22,314,1,Yearly,93.76399977104832,0
29,438,6,Monthly,125.1751509688616,1
55,486,4,Monthly,130.1923815865321,1
3,295,4,Monthly,90.5018375575404,1
12,153,5,Monthly,52.94463082474469,1
26,433,4,Yearly,120.80968184736788,1
16,28,0,Yearly,25.076514932518645,0
51,27,5,Monthly,48.78729444797481,1
37,266,5,Yearly,97.92344023182548,1
22,87,3,Monthly,38.81916410167061,0
57,380,4,Monthly,130.1310004359457,1
29,184,6,Monthly,69.93151951883809,1
14,203,5,Monthly,70.03582220110096,1
28,485,7,Yearly,134.28762206742556,1
5,122,6,Monthly,49.10710749745464,1
47,123,0,Monthly,63.77524674184586,0
49,231,3,Yearly,88.87725426732489,0
30,175,1,Monthly,62.69221911374592,0
46,444,6,Monthly,134.2589816579404,1
52,328,5,Monthly,120.11027577007964,1
5,141,0,Yearly,41.57779556661769,0
12,394,2,Monthly,100.99177046930984,0
16,273,0,Yearly,81.69112362058533,0
26,422,0,Monthly,118.26670711856778,0
26,64,3,Monthly,50.19588150717213,0
48,368,1,Yearly,116.83900009821168,0
21,140,2,Monthly,56.92020636777175,0
39,297,4,Monthly,104.4156535303487,1
36,275,4,Yearly,96.30997783531652,1
33,467,6,Yearly,132.5948898785055,1
30,476,0,Yearly,130.76257855794057,0
37,375,7,Yearly,118.4157610545993,1
23,171,3,Yearly,62.41845304384867,0
58,389,7,Monthly,122.83652858906962,1
10,490,3,Yearly,126.73050493434664,0
54,96,4,Monthly,58.07482015376546,1
5,64,6,Monthly,35.760897548182434,1
36,485,6,Monthly,133.41720823868744,1
34,297,6,Yearly,89.37122634673523,1
52,187,2,Yearly,78.74366210141868,0
31,400,1,Monthly,114.95511953852323,0
10,358,2,Yearly,101.76981628249511,0
58,17,5,Yearly,49.13521004371094,1
19,330,5,Yearly,101.56690699952496,1
58,322,7,Yearly,113.7158961377826,1
32,256,1,Monthly,93.75192351084986,0
1,332,4,Monthly,83.87754195609976,1
56,481,1,Yearly,143.95595205947313,0
5,480,3,Monthly,120.34241801668496,0
45,452,5,Yearly,132.00244768629244,1
4,264,0,Yearly,79.5651207357262,0
16,337,0,Monthly,84.36218137354868,0
24,63,4,Monthly,56.7120276939497,1
16,258,3,Monthly,83.8888730349758,0
55,248,7,Yearly,96.23234085482493,1
2,238,2,Monthly,65.83839163211327,0
49,76,3,Yearly,55.36789694275723,0
28,60,0,Monthly,49.22807737084869,0
32,106,0,Monthly,62.174908343961775,0
27,101,7,Yearly,52.88736935935051,1
20,273,5,Yearly,90.1349520648925,1
24,427,3,Yearly,112.8636997661944,0
12,300,3,Yearly,80.58094575006582,0
50,105,0,Yearly,75.06670602622775,0
35,97,2,Yearly,59.85554306769272,0
33,87,4,Yearly,60.88424100906664,1
33,297,6,Yearly,91.63030145806154,1
51,129,4,Monthly,66.68237304115635,1
43,311,3,Yearly,101.90695340271228,0
37,409,4,Yearly,116.17970579230496,1
12,461,0,Monthly,121.72682605114224,0
3,174,0,Yearly,52.54436971536778,0
1,191,7,Monthly,52.841650709663554,1
33,478,3,Monthly,132.8100770612762,0
40,407,7,Yearly,114.95006912087392,1
10,232,3,Monthly,62.40268034262306,0
43,320,6,Yearly,106.1662861693064,1
44,441,6,Monthly,121.45389978494892,1
29,475,5,Monthly,133.37639698147711,1
13,16,3,Monthly,22.72333136873602,0
12,339,2,Yearly,82.59663106790126,0
31,272,4,Yearly,88.43101674929603,1
46,170,3,Monthly,77.72297251648243,0
2,160,1,Monthly,55.4573753184097,0
51,94,5,Yearly,65.16007849507926,1
50,156,1,Yearly,70.90343689441129,0
35,121,0,Monthly,65.26530590463302,0
23,390,6,Monthly,114.30069253239871,1
